Clave,Id,Producto,Precio,PrecioIVA,ClaveProdServ,Detalles,Indicaciones,TiempoEntrega,Duracion,Descripcion
LABT4TOT,585,LAB T4 TOTAL,190.09,220.50,85121800 - Laboratorios médicos,,,,,
LABTAMGLU,586,LAB TAMIZ DE GLUCOSA,497.84,577.49,85121800 - Laboratorios médicos,,,,,
TMNEOAMP,587,LAB TAMIZ NEONATAL AMPLIADO,1810.34,2099.99,85121800 - Laboratorios médicos,,,,,
LABTAMCOLP,588,LAB TAMIZAJE COLPOSCOPICO,362.07,420.00,85121800 - Laboratorios médicos,,,,,
LABTESTO,589,LAB TESTOSTERONA,262.50,304.50,85121800 - Laboratorios médicos,,,,,
LABTES,590,LAB TESTOSTERONA LIBRE,407.33,472.50,85121800 - Laboratorios médicos,,,,,
LABTCOAG,592,LAB TIEMPO DE COAGULACION,54.31,63.00,85121800 - Laboratorios médicos,,,,,
LABTMPPRO,594,LAB TIEMPO DE PROTROMBINA (TP),136.21,158.00,85121800 - Laboratorios médicos,,,,,
LABTSANG,595,LAB TIEMPO DE SANGRADO,54.31,63.00,85121800 - Laboratorios médicos,,,,,
LABTIROG,601,LAB TIROGLOBULINA,362.07,420.00,85121800 - Laboratorios médicos,,,,,
LABTOLGLUC,602,LAB TOLERANCIA A LA GLUCOSA,529.53,614.25,85121800 - Laboratorios médicos,,,,,
LABTOMMUE,603,LAB TOMA DE MUESTRA A DOMICILIO,181.03,209.99,85121800 - Laboratorios médicos,,,,,
LABTOXCLOS,985,LAB TOXINA A CLOSTRIDIUM DIFFICILE EN HECES,948.28,1100.00,85121800 - Laboratorios médicos,,,,,
LABTPTTP,605,LAB TP/TPT,217.24,252.00,85121800 - Laboratorios médicos,,,,,
LABTRFER,606,LAB TRANSFERRINA,316.81,367.50,85121800 - Laboratorios médicos,,,,,
LABTRIYCUAI,609,LAB TRI Y CUAD MARC CON INTER,2806.03,3254.99,85121800 - Laboratorios médicos,,,,,
LABTRIGL,611,LAB TRIGLICERIDOS,76.94,89.25,85121800 - Laboratorios médicos,,,,,
LABTRIMAG,613,LAB TRIPLE MARCADOR GENETICO,2806.03,3254.99,85121800 - Laboratorios médicos,,,,,
LABTROP,614,LAB TROPONINA,1810.34,2099.99,85121800 - Laboratorios médicos,,,,,
LABTSH,615,LAB TSH,208.19,241.50,85121800 - Laboratorios médicos,,,,,
LABTUT3CAP,616,LAB TU-T3 CAPTACION,190.09,220.50,85121800 - Laboratorios médicos,,,,,
LABUREA1,617,LAB UREA,77.59,90.00,85121800 - Laboratorios médicos,,,,,
LABURORAZ,942,LAB UREA EN ORINA AL AZAR,72.41,84.00,85121800 - Laboratorios médicos,,,,,
LABUROAUT,956,LAB UROCULTIVO AUTOMATIZADO,1034.48,1200.00,85121800 - Laboratorios médicos,,,,,
LABVDRL,618,LAB VDRL,108.62,126.00,85121800 - Laboratorios médicos,,,,,
LABVSG,619,LAB VEL. DE SED. GLOBULAR (VSG),81.90,95.00,85121800 - Laboratorios médicos,,,,,
LABVESEGLVS,967,LAB VELOCIDAD DE SEDIMENTACION GLOBULAR(VSG),81.90,95.00,85121800 - Laboratorios médicos,,,,,
LABVIH,643,LAB VIH 1 Y 2,172.41,200.00,85121800 - Laboratorios médicos,,,,,
LABVIH4G,644,LAB VIH 1 Y 2 AG: P24 (VIH 4A GEN),271.55,315.00,85121800 - Laboratorios médicos,,,,,
LABVIHWB,645,LAB VIH 1 Y 2 CONFIRMACION WESTERN BLOT,2715.52,3150.00,85121800 - Laboratorios médicos,,,,,
LABVIHELI,646,LAB VIH ELISA,316.81,367.50,85121800 - Laboratorios médicos,,,,,
LABVISIREHU,923,LAB VIRUS SINCITAL RESPIRATORIO HUMANO,586.21,680.00,85121800 - Laboratorios médicos,,,,,
LABVB12,647,LAB VITAMINA B12,316.81,367.50,85121800 - Laboratorios médicos,,,,,
LABVD25H,648,LAB VITAMINA D (25 HIDROXI),678.88,787.50,85121800 - Laboratorios médicos,,,,,
LABZINC,649,LAB ZINC,1131.47,1312.51,85121800 - Laboratorios médicos,,,,,
LABDNANAFRE,651,LABDN ANALISIS DE FRESCOS (KOH),262.50,304.50,85121800 - Laboratorios médicos,,,,,
LABCOPROCDN,652,LABDN COPROCULTIVO,275.86,320.00,85121800 - Laboratorios médicos,,,,,
LABDNESPDIR,653,LABDN ESPERMATOBIOSCOPIA DIRECTA,316.81,367.50,85121800 - Laboratorios médicos,,,,,
LABDNESPERC,654,LABDN ESPERMOCULTIVO,280.60,325.50,85121800 - Laboratorios médicos,,,,,
LABDNHEMAUT,655,LABDN HEMOCULTIVO AUTOMATIZADO,1034.48,1200.00,85121800 - Laboratorios médicos,,,,,
LABDNHEMCON,656,LABDN HEMOCULTIVO CONVENCIONAL,588.36,682.50,85121800 - Laboratorios médicos,,,,,
LABDNTINB1,657,LABDN TINCION DE BAAR 1 MUESTRA (ZEEL-NEELSEN),262.50,304.50,85121800 - Laboratorios médicos,,,,,
LABDNTINB3,658,LABDN TINCION DE BAAR 3 MUESTRA (ZEEL-NEELSEN),429.96,498.75,85121800 - Laboratorios médicos,,,,,
LABDNTINGRM,659,LABDN TINCION DE GRAM,72.41,84.00,85121800 - Laboratorios médicos,,,,,
LABDNTC,660,LABDN TINTA CHINA,162.93,189.00,85121800 - Laboratorios médicos,,,,,
LABDNUROC,661,LABDN UROCULTIVO,258.62,300.00,85121800 - Laboratorios médicos,,,,,
LABLINCD348,662,"LINFOCITOS CD3, CD4, CD8",2262.93,2625.00,85121800 - Laboratorios médicos,,,,,
MARCARP03,663,MARCAJE DE MAMA CON ARPON (BRITO),4163.79,4830.00,85121800 - Laboratorios médicos,,,,,
MARCARP01,664,MARCAJE DE MAMA CON ARPON X MASTO,6245.69,7245.00,85121800 - Laboratorios médicos,,,,,
MARCARP02,665,MARCAJE DE MAMA CON ARPON X USG,5002.61,5803.03,85121800 - Laboratorios médicos,,,,,
MARCARP04,666,MARCAJE DE MAMA CON ARPON X USG AD.,2715.52,3150.00,85121800 - Laboratorios médicos,,,,,
MAMOBILAT,668,MG MASTOGRAFIA BILATERALCON ULTRASONIDO MAMARIO,2262.93,2625.00,85121800 - Laboratorios médicos,,,,,
MAMOUNIL,670,MG MASTOGRAFIA CON ULTRASONIDO UNILATERAL,1810.35,2100.01,85121800 - Laboratorios médicos,,,,,
CHKPLSMUJ,36,MG MASTOGRAFIA DIGITAL Y TOMOSINTESIS (COMPRESIONES),1293.10,1500.00,85121800 - Laboratorios médicos,,,,,
MAMOUNIC,671,MG MASTOGRAFIA UNILATERAL  (SOLO COMPRESIONES),948.28,1100.00,85121800 - Laboratorios médicos,,,,,
PAPANICO,673,MUESTRA PAPANICOLAOU,452.59,525.00,85121800 - Laboratorios médicos,,,,,
AGUJTRU,753,O AGUJA TRUCUT,1357.76,1575.00,85121800 - Laboratorios médicos,,,,,
COLANGIO,754,O COLANGIOGRAFIA,1357.76,1575.00,85121800 - Laboratorios médicos,,,,,
ESTSEG,755,O ESTUDIO DE SEGUIMIENTO,181.04,210.01,85121800 - Laboratorios médicos,,,,,
HARMAR,756,O HARPON PARA MARCAJE,1168.97,1356.01,85121800 - Laboratorios médicos,,,,,
OHSTRSCP,757,O HISTEROSCOPIA,5431.04,6300.01,85121800 - Laboratorios médicos,,,,,
OUSB16,758,O MEMORIA USB 16 GB,90.52,105.00,85121800 - Laboratorios médicos,,,,,
OTTMBAF,759,O TOMA ADICIONAL DE BAAF,1357.76,1575.00,85121800 - Laboratorios médicos,,,,,
PAQAGOADP3,762,PAQ ANTIDOPING 3,221.77,257.25,85121800 - Laboratorios médicos,,,,,
PAQAGOADP5,763,PAQ ANTIDOPING 5,362.07,420.00,85121800 - Laboratorios médicos,,,,,
PAQPER50,744,PAQ PERFIL 50 ELEMENTOS,1551.72,1800.00,85121800 - Laboratorios médicos,,,,,
PRPEMUCO,742,"PERFIL MUJER COMPLETO (BH, QS50, EGO, PERF GINECO (LH,FSH,PRL,PRG,ESTRADIOL) )",2009.48,2331.00,85121800 - Laboratorios médicos,,,,,
REIMPRIME,738,REIMPRESION DE ESTUDIOS,362.07,420.00,85121800 - Laboratorios médicos,,,,,
RXABD01PIE,737,RX ABDOMEN SIMPLE 1 POSICION (DE PÍE),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXABD01ACS,735,RX ABDOMEN SIMPLE 1 POSICION DECUBITO SUPINO),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXABD02P,736,RX ABDOMEN SIMPLE 2 POSICIONES (DECUBITO Y DE PIE),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXABR01P,734,RX ANTEBRAZO 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXABR02P,733,RX ANTEBRAZO 2 POSICIONES (AP Y LATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXABR03P,732,"RX ANTEBRAZO 3 POSICIONES (AP, LATERAL Y OBLICUA)",633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXABRCP01P,731,RX ANTEBRAZO COMPARATIVO 1 POSICION (AP),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXABRCP02P,730,RX ANTEBRAZO COMPARATIVO 2 POSICIONES (AP Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXABRCP03P,729,"RX ANTEBRAZO COMPARATIVO 3 POSICIONES (AP, LATERAL Y OBLICUA)",724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
PAARTTMMX,728,RX ARTICULACION TEMPOROMAXILAR BILATERAL,316.81,367.50,85121808 - Servicios de laboratorios de rayos x,,,,,
RXAX30GRA1,727,RX AXIAL DE ROTULA A 30° (1 RODILLA),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXAX60GRA1,726,RX AXIAL DE ROTULA A 60° (1 RODILLA),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXAX90GRA1,725,RX AXIAL DE ROTULA A 90° (1 RODILLA),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXAXC30GRA,724,RX AXIAL DE ROTULA COMPARATIVA A 30°,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXAXC60GRA,723,RX AXIAL DE ROTULA COMPARATIVA A 60°,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXAXC90GRA,722,RX AXIAL DE ROTULA COMPARATIVA A 90°,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXAXIC03P1,721,"RX AXIALES DE ROTULA COMPARATIVA A 30°, 60° Y 90° (AMBAS RODILLAS)",995.69,1155.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXAXIC03P1,720,"RX AXIALES DE ROTULA CON UNA SOLA RODILLA A 30°, 60° Y 90°",633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXBRZ01P,719,RX BRAZO 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXBRZ02P,718,RX BRAZO 2 POSICIONES (AP Y LATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXBRZCP01P,717,RX BRAZO COMPARATIVO 1 POSICION (AP),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXBRZCP02P,716,RX BRAZO COMPARATIVO 2 POSICIONES (AP Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCADERA01,715,RX CADERA (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCADERA02,714,RX CADERA 2 POSICIONES (AP Y LATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCADNEURA,713,RX CADERA 2 POSICIONES (NEUTRO Y RANA),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCAD03POS,712,RX CADERA 3 POSICIONES (AP Y AMBAS CADERAS EN POSICION LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCADCOM2P,711,RX CADERA COMPARATIVA 2 POSICIONES,633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCALCA02P,710,RX CALCANEO 2 POSICIONES (AXIAL Y LATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCALCP01P,709,RX CALCANEO COMPARATIVO 1 POSICION (LATERAL) DESCARTAR ESPOLON CALCANEO,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCALCP02P,708,RX CALCANEO COMPARATIVO 2 POSICIONES (AXIAL Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCEFALO02,707,RX CEFALOPELVIMETRIA,814.66,945.01,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCISTOURE,706,RX CISTO URETROGRAFIA (URETROGRAFIA MICCIONAL),2081.90,2415.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCISTMICC1,705,RX CISTOGRAMA MICCIONAL,2081.90,2415.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCLAV01P,704,RX CLAVICULA 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCLAV02P,703,RX CLAVICULA 2 POSICIONES (AP Y AXIAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCLAC01P,702,RX CLAVICULA COMPARATIVA 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCLAC02P,701,RX CLAVICULA COMPARATIVA 2 POSICIONES (AP Y AXIAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOD01P,700,RX CODO 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCODO02P,699,RX CODO 2 POSICIONES (AP Y LATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCODO03P,698,"RX CODO 3 POSICIONES (AP, LATERAL Y OBLICUA)",633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCODOCP1P,697,RX CODO COMPARATIVO 1 POSICION (AP),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCODOCP2P,696,RX CODO COMPARATIVO 2 POSICIONES (AP Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCODOCP3P,695,"RX CODO COMPARATIVO 3 POSICIONES (AP, LATERAL Y OBLICUA)",724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLENEMA,694,RX COLON POR ENEMA,2262.93,2625.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLCER1P,693,RX COLUMNA CERVICAL 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLCER2P,692,RX COLUMNA CERVICAL 2 POSICIONES (AP Y LATERAL)(INCLUYE PROYECCION TRANSORAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLCER2PO,691,RX COLUMNA CERVICAL 2 POSICIONES OBLICUAS,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLCERD4,690,"RX COLUMNA CERVICAL 4 POSICIONES (AP, LATERAL Y DINAMICAS)",996.69,1156.16,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLCER4P,689,"RX COLUMNA CERVICAL 4 POSICIONES (AP, LATERAL Y OBLICUAS)",995.69,1155.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXFULSPN2P,687,RX COLUMNA COMPLETA (FULL BODY) 2 POSICIONES AP O PA Y LATERAL,905.17,1050.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLDOR1P,686,RX COLUMNA DORSAL 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLDOR2P,685,RX COLUMNA DORSAL 2 POSICIONES (AP Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLDOR4P,684,RX COLUMNA DORSAL O TORAXICA 4 POSICIONES,1267.24,1470.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLDLUM,683,RX COLUMNA DORSO-LUMBAR 1P,905.17,1050.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLDL2P,682,RX COLUMNA DORSO-LUMBAR 2P,1267.24,1470.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLUMB1P,681,RX COLUMNA LUMBAR 1 POSICION (AP),425.59,493.68,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLUMB2P,680,RX COLUMNA LUMBAR 2 POSICIONES (AP Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLUMBD4,679,"RX COLUMNA LUMBAR 4 POSICIONES (AP, LATERAL Y DINAMICAS)",995.69,1155.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLUMB4P,678,"RX COLUMNA LUMBAR 4 POSICIONES (AP, LATERAL Y OBLICUAS)",995.69,1155.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLPAN2P,677,"RX COLUMNA PÁNORAMICA 2 POSICIONES (CERVICAL, DORSAL Y LUMBAR)",1719.83,1995.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLPAN04,676,"RX COLUMNA PANORAMICA 4 POSICIONES (CERVICAL, DORSAL Y LUMBAR)",2625.00,3045.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLTX01P,675,RX COLUMNA TORACCICA 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLTX02P,674,RX COLUMNA TORACCICA 2 POSICIONES (AP Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCOLTX04P,642,"RX COLUMNA TORACICA 4 POSICIONES (AP, LATERAL Y OBLICUAS)",1267.24,1470.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCRA01P,641,RX CRANEO 1 POSICION,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCRA02P1,640,RX CRANEO 2 POSICIONES,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCRA03P,639,RX CRANEO 3 POSICIONES,633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCUE2P,638,RX CUELLO 2 POSICIONES,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCCDEXT1,637,RX DINAMICA DE COLUMNA CERVICAL EN EXTENSION,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCCDFLX1,636,RX DINAMICA DE COLUMNA CERVICAL EN FLEXION,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCLDEXT1,635,RX DINAMICA DE COLUMNA LUMBAR EN EXTENSIÓN,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCCDIN02P,633,RX DINAMICAS DE COLUMNA CERVICAL 2 POSICIONES (EXTENSION Y FLEXION),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCLDIN02P,632,RX DINAMICAS DE COLUMNA LUMBAR 2 POSICIONES (EXTENSION Y FLEXIÓN),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCLDFLX1,634,RX DINAMICAS DE COLUMNA LUMBAR EN FLEXIÓN,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXEDADOSEA,631,RX EDAD OSEA 2 (13 AÑOS O MAS),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXEDADO1P,630,RX EDAD OSEA GRAL,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXESCMIEINF,629,RX ESCANOMETRIA DE MIEMBROS INFERIORES (EJE MECANICO),995.69,1155.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXESOGRAMA,628,RX ESOFAGOGRAMA (TRAGO DE BARIO),1357.76,1575.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXESP1P,627,RX ESPINOGRAMA 1 POSICION,724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXESTERN,626,RX ESTERNON,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXFISTULO,625,RX FISTULOGRAFIA,1357.76,1575.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXHISTERO,624,RX HISTEROSALPINGOGRAFIA,2715.52,3150.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXHOM01P,623,RX HOMBRO 1 POSICION,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXHOM02P,622,RX HOMBRO 2 POSICIONES,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXHOMCOM1P,621,RX HOMBRO COMPARATIVO 1 POSICION (AP),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXHOMCOM2P,620,RX HOMBRO COMPARATIVO 2 POSICIONES (AP Y TRANSTORACICA O AXIAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXLATNSF,612,RX LAT DE NASOFARINGE PART BLANDAS,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXLATCUELLO,610,RX LATERAL DE CUELLO PARTES BLANDAS,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMAN01P,608,RX MANO 1 POSICION (PA),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMAN02P,607,RX MANO 2 POSICIONES (PA Y OBLICUA),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMAN03P,604,"RX MANO 3 POSICIONES (PA, OBLICUA Y LATERAL)",633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMANCOM1P,600,RX MANO COMPARATIVA 1 POSICIONES (PA),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMANCOM2P,599,RX MANO COMPARATIVA 2 POSICIONES (PA Y OBLICUA),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMANCOM3P,598,"RX MANO COMPARATIVA 3 POSICIONES (PA, OBLICUA Y LATERAL)",724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
MAMOGALACT,597,RX MASTO GALACTOGRAFIA,1810.35,2100.01,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMASTCOMP,593,RX MASTOIDES COMPARATIVO,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMAST01P,591,RX MASTOIDES UNILATERAL,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMUN01P,584,RX MUÑECA 1 POSICION (PA),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMUN02P,583,RX MUÑECA 2 POSICIONES (PA Y LATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMUN03P,580,"RX MUÑECA 3 POSICIONES (PA, LATERAL Y OBLICUA)",633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMUNCOM1P,577,RX MUÑECA COMPARATIVA 1 POSICION (PA),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMUNCOM2P,574,RX MUÑECA COMPARATIVA 2 POSICIONES (PA Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXMUNCOM3P,573,"RX MUÑECA COMPARATIVA 3 POSICIONES (PA, LATERAL Y OBLICUA)",724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXFEM01P,572,RX MUSLO (FEMUR) 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXFEM02P,571,RX MUSLO (FEMUR) 2 POSICIONES (AP Y LATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXFEMCOM1P,570,RX MUSLO (FEMUR) COMPARATIVO 1 POSICION (AP),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXFEMCOM2P,568,RX MUSLO (FEMUR) COMPARATIVO 2 POSICIONES (AP Y LATERAL),724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXESC01P,566,RX OMOPLATO O ESCAPULA 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXESC02P,564,RX OMOPLATO O ESCAPULA 2 POSICIONES (AP Y OBLICUA),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXESCOM1P,563,RX OMOPLATO O ESCAPULA COMPARATIVO 1 POSICION (AP),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXESCOM2P,560,RX OMOPLATO O ESCAPULA COMPARATIVO 2 POSICIONES (AP Y OBLICUA),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXPERFIL1P,557,RX PERFILOGRAMA 1 POSICION (LATERAL O TANGENCIAL),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXPERFIL2P,555,RX PERFILOGRAMA 2 POSICIONES (LATERAL Y TANGENCIAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXPIE01P,553,RX PIE 1 POSICION (PA),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXPIE02P,552,RX PIE 2 POSICIONES (PA Y OBLICIA),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXPIE03P,551,"RX PIE 3 POSICIONES (PA, OBLICUA Y LATERAL)",633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXPIECOM1P,550,RX PIE COMPARATIVO 1 POSICION (PA),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXPIECOM2P,548,RX PIE COMPARATIVO 2 POSICIONES (PA Y OBLICUA),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXPIECOM3P,546,"RX PIE COMPARATIVO 3 POSICIONES (PA, OBLICUA Y LATERAL)",724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTIB01P,543,RX PIERNA (TIBIA Y PERONÉ) 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTIB02P,541,"RX PIERNA (TIBIA Y PERONÉ) 2 POSICIONES (AP, LATERAL)",543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTIB03P,539,"RX PIERNA (TIBIA Y PERONÉ) 3 POSICIONES (AP, LATERAL Y OBLICUA)",633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTIBCOM2P,536,RX PIERNA (TIBIA Y PERONÉ) COMPARATIVA 1 POSICIONES (AP),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTIBCOM2P,534,RX PIERNA (TIBIA Y PERONÉ) COMPARATIVA 2 POSICIONES (AP Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTIBCOM3P,531,"RX PIERNA (TIBIS Y PERONÉ) COMPARATIVA 3 POSICIONES (AP, LATERAL Y OBLICUA)",724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXPLCOMP,528,RX PLACA COMPLEMENTARIA,90.52,105.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSACRCOC,525,RX REGION SACROCOXIGEA,633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXROD01P,522,RX RODILLA 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXROD02P,520,"RX RODILLA 2 POSICIONES (AP, LATERAL)",543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
